Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,40121240,"Retreaded pnuematic radial tires, of rubber, of a kind used on buses or trucks",2022,number,3263.00,2874.00,3399.00,2702.00,4065.00,4976.00,6291.00,5081.00,4038.00,7673.00,7835.00,6944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40121280,"Retreaded pnuematic tires (nonradials), of rubber, of a kind used on buses or trucks",2022,number,62.00,0.00,52.00,0.00,24.00,2170.00,38.00,2004.00,77.00,5765.00,611.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40121300,"Retreaded pneumatic tires, of rubber, of a kind used on aircraft",2022,number,1390.00,1033.00,1071.00,878.00,1490.00,846.00,1806.00,1136.00,1752.00,1269.00,1419.00,1469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40121920,"Retreaded pneumatic tires, of rubber, designed for certain agricultural or horticultural machinery",2022,number,0.00,4.00,183.00,0.00,0.00,2.00,12.00,9.00,152.00,897.00,287.00,2664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40121940,"Retreaded pnuematic radial tires, of rubber, not elsewhere specified or included",2022,number,299.00,148.00,227.00,252.00,462.00,180.00,218.00,309.00,163.00,403.00,234.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40121980,"Retreaded pneumatic tires (nonradials), of rubber, not elsewhere specified or included",2022,number,66.00,21.00,19.00,22.00,58.00,20.00,112.00,27.00,24.00,24.00,24.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40122010,"Used pneumatic tires of rubber, for aircraft",2022,number,1841.00,919.00,1893.00,1438.00,2090.00,2616.00,2050.00,2439.00,2000.00,1842.00,2754.00,2622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40122015,"Used pneumatic tires of rubber, designed for certain agricultural or horticultural machinery,for on-highway trasnport of passengers or goods",2022,number,13284.00,15487.00,14232.00,51422.00,24289.00,13589.00,19739.00,27142.00,14155.00,23210.00,21153.00,36890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40122045,"Used pneumatic tires of rubber, designed for certain agricultural or horticultural machinery, nesoi",2022,number,4178.00,265.00,2937.00,1885.00,4069.00,5957.00,3793.00,5245.00,1791.00,5162.00,5292.00,3599.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40122060,"Used pneumatic tires, of rubber, for vehicles for on-highway transport of passengers or goods nesoi, or vehicles of heading 8705",2022,number,80684.00,59643.00,79773.00,77259.00,80161.00,77665.00,79127.00,88688.00,79815.00,81374.00,92156.00,86115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40122080,"Used pneumatic tires, of rubber for machinery, nesoi",2022,number,40771.00,28462.00,29401.00,39235.00,44008.00,43569.00,21233.00,46010.00,29637.00,40745.00,50442.00,21953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40129010,Solid or cushion tires of rubber,2022,number,359239.00,416543.00,457562.00,413932.00,463409.00,559138.00,365950.00,408525.00,403405.00,436045.00,367880.00,329071.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40129030,Bicycle rim strips of natural rubber,2022,kilograms,7566.00,18861.00,14054.00,3644.00,4941.00,3634.00,2308.00,2367.00,1028.00,1100.00,192.00,970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40129045,"Interchangeable tire treads and tire flaps, of natural rubber, nesoi",2022,kilograms,14456.00,17934.00,38973.00,52646.00,179529.00,397244.00,306752.00,290626.00,474067.00,466500.00,454929.00,348129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40129070,Bicycle rim strips of rubber other than of natural rubber,2022,kilograms,1124.00,7204.00,3562.00,2378.00,8464.00,7257.00,1859.00,14927.00,1161.00,994.00,2438.00,214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40129090,"Interchangeable tire treads and tire flaps, of rubber other than natural rubber, except bicycle rim strips, nesoi",2022,kilograms,2789693.00,2653735.00,2636457.00,2948946.00,3485387.00,3067318.00,4387554.00,4002668.00,3326762.00,4350579.00,3308664.00,3390701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40131000,"Inner tubes of rubber, of a kind used on motor cars (including station wagons and racing cars), buses or trucks",2022,number,146910.00,168864.00,244802.00,168514.00,273755.00,186597.00,183022.00,206162.00,154475.00,203200.00,88807.00,51048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40132000,"Inner tubes of rubber, of a kind used on bicycles",2022,number,2001456.00,2364363.00,3315256.00,2167914.00,2438533.00,2966817.00,1687369.00,2308005.00,2127061.00,1414982.00,1307467.00,1679667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40139010,Inner tubes of rubber designed for tires used on certain agricultural or horticultural machinery,2022,number,254396.00,260836.00,360572.00,278903.00,505139.00,235658.00,344891.00,396058.00,251954.00,336932.00,177498.00,102083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40139050,Inner tubes of rubber for vehicles nesoi,2022,number,457077.00,670766.00,837420.00,740576.00,992225.00,595276.00,692818.00,644283.00,523531.00,479362.00,306112.00,227447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40141000,Sheath contraceptives of vulcanized rubber,2022,gross,860606.00,365050.00,994663.00,6955757.00,603090.00,488677.00,597192.00,423369.00,393863.00,437320.00,858919.00,313222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40149010,Nursing nipples of vulcanized rubber,2022,gross,6659.00,3703.00,7735.00,6012.00,11000.00,9356.00,2619.00,7537.00,7745.00,13082.00,10644.00,11514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40149050,"Hygienic or pharmaceutical articles nesoi, of vulcanized rubber other than hard rubber, with or without fittings of hard rubber",2022,number,767483.00,549830.00,590669.00,338818.00,2449735.00,933202.00,366202.00,608728.00,415731.00,589167.00,453266.00,1763831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40151210,Medical or surgical gloves of vulcanized rubber other than hard rubber,2022,dozen pairs,299819854.00,213808007.00,326773034.00,302523500.00,337825074.00,317320818.00,285662491.00,229495599.00,220650780.00,217950780.00,174865165.00,194518509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40151290,Dental or veterinary gloves of vulcanized rubber other than hard rubber,2022,dozen pairs,357.00,754277.00,617707.00,50.00,18573.00,13964.00,110082.00,8353.00,87292.00,10106.00,368.00,36936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40151911,Other seamless gloves of vulcanized rubber other than hard rubber,2022,dozen pairs,108392273.00,88849350.00,94250932.00,99486536.00,102564641.00,101827661.00,95666820.00,85055504.00,79468934.00,76471245.00,71280231.00,60042766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40151951,"Other gloves, not seamless of vulcanized rubber other than hard rubber",2022,dozen pairs,569854.00,372311.00,144621.00,191649.00,232605.00,321925.00,270489.00,248723.00,246344.00,200405.00,133452.00,218217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40159000,"Articles of apparel and clothing accessories, excluding gloves, of vulcanized rubber other than hard rubber",2022,dozens,58335.00,54002.00,34064.00,25837.00,435707.00,61743.00,30412.00,62480.00,27218.00,34704.00,246117.00,24976.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40161000,Articles of vulcanized cellular rubber other than hard rubber,2022,kilograms,1851363.00,1627632.00,1951220.00,1833456.00,2130964.00,2029298.00,1824199.00,2103847.00,2049778.00,2173019.00,1556733.00,2375052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169100,"Floor covering and mats, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,6708798.00,6599144.00,9513406.00,7665711.00,8286423.00,8637466.00,6919559.00,6521821.00,6164957.00,7076637.00,5952034.00,5403405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169200,"Erasers, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,154629.00,137811.00,158178.00,174500.00,193822.00,293646.00,263551.00,253076.00,177498.00,136339.00,176351.00,188903.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169310,"Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber , for use in automotive goods in C87",2022,kilograms,8698253.00,9567751.00,11705483.00,12260940.00,12800322.00,9900337.00,12270042.00,13563163.00,11999076.00,13672763.00,11010471.00,9042766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169310,"Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber , for use in automotive goods in C87",2022,number,12714362.00,13255253.00,19731281.00,16379801.00,20060915.00,11781684.00,15912469.00,18741047.00,12744485.00,18351895.00,13171849.00,12548149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169350,"Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber, not for use in automotive goods in C87",2022,kilograms,5950505.00,5860396.00,6242696.00,6339604.00,7484008.00,7000135.00,6959241.00,7318982.00,7112868.00,6497849.00,4990544.00,4417299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169350,"Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber, not for use in automotive goods in C87",2022,number,19249437.00,10273008.00,23738868.00,16717336.00,12649669.00,25502903.00,12466346.00,15461425.00,13705241.00,14370097.00,17494445.00,12541136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169400,"Boat or dock fenders, whether or not inflatable, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,271499.00,153719.00,277863.00,264240.00,228569.00,136729.00,258154.00,343841.00,440918.00,256636.00,154469.00,172950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169500,"Inflatable articles nesoi, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,328575.00,311051.00,426280.00,356592.00,351157.00,326516.00,314234.00,312012.00,259829.00,384354.00,328053.00,216122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169903,"Containers of noncellular vulcanized rubber, other than hard rubber, of a kind for packing, transport or marketing of merchandise",2022,kilograms,462283.00,298057.00,686121.00,1160374.00,7971.00,1246443.00,734812.00,493326.00,159679.00,802.00,171212.00,38283.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169905,"Household articles nesoi, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,765149.00,836938.00,827295.00,772192.00,950302.00,884956.00,890163.00,816007.00,845531.00,976701.00,1022554.00,727512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169910,"Handles and knobs, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,34321.00,42462.00,24720.00,51960.00,23458.00,27650.00,70771.00,38717.00,107060.00,27585.00,28184.00,53424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169915,"Caps, lids, seals, stoppers and other closures, of noncellular vulcanized rubber other than hard rubber",2022,kilograms,1653649.00,1161860.00,2330753.00,2068664.00,1413755.00,1496810.00,1625419.00,6711072.00,1614426.00,1894728.00,1489435.00,1826677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169920,Toys for pets made of noncellular vulcanized rubber other than hard rubber,2022,kilograms,2285771.00,2249034.00,2268979.00,2157836.00,2305511.00,1933817.00,2706997.00,2750527.00,1960158.00,2186294.00,1763394.00,1431176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169930,"Articles made of noncellular vulcanized natural rubber, used as vibration control goods in vehicles of 8701 through 8705",2022,kilograms,3611977.00,3386310.00,4144594.00,3631538.00,4185923.00,3197510.00,3480538.00,3948543.00,3889010.00,4282003.00,3967859.00,3300269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169935,"Articles made of noncellular vulcanized natural rubber, not used as vibration control goods in vehicles of 8701 through 8705 nesoi",2022,kilograms,1715623.00,1654241.00,1964941.00,2163904.00,1758017.00,1566227.00,1596795.00,1808610.00,1546676.00,1978461.00,1571390.00,1751108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169955,"Articles nesoi, of noncellular vulcanized synthetic rubber other than hard rubber, used as vibration control goods in veh 8701/8705",2022,kilograms,1471391.00,1408087.00,3419219.00,1619879.00,2218255.00,1641204.00,1769457.00,2366642.00,2220240.00,3064216.00,2862604.00,1578205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40169960,Articles of noncellular vulcanized synthetic rubber other than hard rubber,2022,kilograms,11669235.00,11294297.00,13753548.00,13195191.00,13894927.00,12675259.00,13141617.00,16317924.00,11880897.00,11600843.00,9924319.00,9150766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,40170000,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber",2022,kilograms,152942.00,265960.00,346273.00,330300.00,496634.00,482584.00,314464.00,571105.00,2158306.00,478830.00,351974.00,284308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012010,"Whole raw hide/skin of bovine/equines (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), not pretanned",2022,pieces,73.00,1081.00,1588.00,387.00,1100.00,16.00,0.00,1298.00,663.00,760.00,494.00,316.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012020,"Whole bovine hides/skin upper/lining (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), n/o 2.6 m2, nesoi",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,1033.00,0.00,545.00,2.00,1.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012030,"Whole bovine hides/skin nesoi (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), n/o 2.6 m2, nesoi",2022,pieces,0.00,42.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012035,"Whole raw buffalo hides/skins (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), over 2.6 m2, nesoi",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012050,"Whole bovine hide/skin (not buffalo) (n/o 8 kg dried, 10 kg dry salted or 16 kg fresh/otherwise preserved), ov 2.6 m2, not vegetable pretann",2022,pieces,0.00,20.00,250.00,0.00,0.00,240.00,250.00,0.00,0.00,0.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41012070,"Whole equine hides and skins (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), other than not pretanned",2022,pieces,14.00,12.00,59.00,0.00,1.00,16.00,1.00,3.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015010,"Whole raw hides and skins of bovine or equine animals, of a weight exceeding 16 kg, not pretanned",2022,pieces,8939.00,11807.00,10860.00,3801.00,6152.00,5365.00,7863.00,6655.00,6178.00,7034.00,10770.00,8737.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015020,"Whole raw bovine hides and skins upper/lining, of a weight over 16 kg, unit surface area n/o 2.6 m2, pretanned but not further prepared",2022,pieces,0.00,2197.00,0.00,300.00,0.00,432.00,199.00,0.00,249.00,276.00,219.00,1895.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015030,"Whole raw bovine hides and skins, of a weight over 16 kg, unit surface area n/o 2.6 sq m, pretanned but not further prepared",2022,pieces,0.00,72.00,56.00,0.00,213.00,90.00,39.00,40.00,50.00,63.00,61.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015035,"Whole raw buffalo hidess and skins, of a weight over 16 kg, surface area over 2.6 sq m, pretanned but not further prepared,",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,421.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015040,"Whole raw bovine hides and skins (not buffalo), weight over 16 kg, surface area over 2.6 m2, vegetable pretanned but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015050,"Whole raw bovine hides/skins (not buffalo), weight over 16 kg, surface area over 2.6 m2, pretanned (not vegetable) but not further prepared",2022,pieces,3278.00,0.00,15922.00,0.00,878.00,0.00,0.00,0.00,2354.00,0.00,6944.00,5500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41015070,"Whole raw equine hides and skins, of a weight exceeding 16 kg, pretanned but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41019010,"Raw hides and skins (other than whole) of bovine or equine animals, not pretanned",2022,pieces,17396.00,6727.00,12564.00,1970.00,3024.00,11787.00,3738.00,509.00,11326.00,15445.00,9690.00,4746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41019035,"Raw buffalo hides and skins (other than whole), pretanned but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,1544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41019050,"Raw bovine hides and skins (other than whole), pretanned (other than vegetable pretanned) but not further prepared",2022,pieces,0.00,444.00,20.00,155.00,0.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41019070,"Raw equine hides and skins (other than whole), pretanned but further prepared",2022,pieces,24.00,62.00,205.00,0.00,0.00,1.00,0.00,4.00,123.00,42.00,1110.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41021010,"Raw skins of sheep or lambs (not excluded by note 1(c) to chapter 41), with wool on, not pretanned",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41021020,"Raw skins of sheep or lamb (not excluded by note 1(c) to chapter 41), with wool on, vegetable pretanned but not further prepared",2022,pieces,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41021030,"Raw skins of sheep or lamb (not excluded by note 1(c) to chapter 41), with wool on, pretanned other than vegetable but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41022100,"Raw skins of sheep or lambs, without wool on, pickled, other than those excluded by note 1(c) to chapter 41",2022,pieces,7200.00,0.00,4200.00,0.00,6000.00,0.00,0.00,7800.00,0.00,4200.00,5400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41022930,"Raw sheep or lamb skins (not excluded by note 1(c) to chapter 41), without wool on, pretanned other than vegetable but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41032010,"Raw hides and skins of reptiles, not pretanned",2022,pieces,0.00,3.00,0.00,0.00,0.00,0.00,395.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41032030,"Raw hides and skins of reptiles, pretanned other than vegetable pretanned but not further prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41039011,"Raw hides and skins of deer, goats, kids and animals nesoi (other than those excluded by note 1(b) or 1(c) to chapter 41), not pretanned",2022,kilograms,133.00,28.00,23.00,30.00,0.00,4.00,32.00,24.00,25.00,672.00,10.00,306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41039011,"Raw hides and skins of deer, goats, kids and animals nesoi (other than those excluded by note 1(b) or 1(c) to chapter 41), not pretanned",2022,pieces,7029.00,1330.00,0.00,200.00,1050.00,0.00,0.00,0.00,0.00,203.00,0.00,1740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41039013,"Raw hides and skins of goat or kid (not excluded by note 1(c) to chapter 41), pretanned (other than vegetable) but not  prepared",2022,pieces,0.00,0.00,0.00,0.00,0.00,750.00,1600.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41039020,"Raw hides and skins of animals nesoi (other than those excluded by note 1(b) or 1(c) to chapter 41), pretanned but not further prepared",2022,kilograms,1880.00,342.00,1428.00,80.00,0.00,0.00,20.00,5.00,0.00,304.00,2409.00,1954.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041110,"Tanned whole bovine skin and hide upper/lining leather, w/o hair on, unit surface area n/o 2.6 sq m, in the wet state",2022,square meters,3247.00,69.00,3701.00,2711.00,1241.00,5510.00,3556.00,731.00,2380.00,2431.00,0.00,4363.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041120,"Tanned whole bovine skin and hide leather (not upper/lining), w/o hair on, unit surface area n/o 2.6 sq m, in the wet state",2022,square meters,1024.00,4530.00,10028.00,259.00,5847.00,7660.00,8019.00,1968.00,6735.00,4546.00,737.00,621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041130,"Full grain unsplit or grain split buffalo hide or skin, w/o hair on, tanned but not further prepared, surface ov 2.6 m2, in the wet state",2022,square meters,5790.00,19.00,0.00,3648.00,3507.00,0.00,0.00,0.00,3961.00,0.00,0.00,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041140,"Full grain unsplit/grain split bovine nesoi and equine upper & sole hides/skins, w/o hair, tanned but not further prepared, in the wet state",2022,square meters,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041150,"Full grain unsplit/grain split bovine (except buffalo) nesoi and equine hides/skins, w/o hair, tanned not further prepared, in the wet state",2022,kilograms,280.00,832.00,2724.00,540.00,0.00,1126.00,230.00,956.00,0.00,1.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,41041150,"Full grain unsplit/grain split bovine (except buffalo) nesoi and equine hides/skins, w/o hair, tanned not further prepared, in the wet state",2022,pieces,0.00,0.00,0.00,0.00,10.00,0.00,0.00,274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
