Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,51053100,"Fine hair of Kashmir (cashmere) goats, carded or combed",2024,kilograms,10.00,3231.00,0.00,0.00,12.00,1.00,0.00,3109.00,0.00,4.00,132.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51053900,"Fine animal hair (other than Kashmir), carded or combed",2024,kilograms,18.00,2.00,1075.00,1573.00,284.00,81.00,889.00,9.00,7693.00,3.00,1500.00,283.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51054000,"Coarse animal hair, carded or combed",2024,kilograms,24.00,35.00,0.00,0.00,17.00,0.00,818.00,1948.00,0.00,0.00,441.00,2024.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51061000,"Yarn of carded wool, containing 85 percent or more by weight of wool, not put up for retail sale",2024,kilograms,59852.00,147202.00,88616.00,57880.00,107631.00,89918.00,169596.00,147097.00,66239.00,73359.00,127240.00,84045.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51062000,"Yarn of carded wool, containing less than 85 percent by weight of wool, not put up for retail sale",2024,kilograms,32550.00,24645.00,28223.00,89377.00,67546.00,31436.00,43722.00,57199.00,44177.00,64958.00,35906.00,67464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51071030,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail sale, of wool fiber avg diameter 18.5 micron or <",2024,kilograms,24440.00,17145.00,14526.00,20026.00,13728.00,7700.00,26110.00,10942.00,14250.00,10550.00,6714.00,8539.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51071060,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail sale, nesoi",2024,kilograms,122611.00,113708.00,131230.00,112128.00,105570.00,103785.00,149864.00,139716.00,111828.00,123920.00,73625.00,99212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51072030,"Yarn of combed wool, containing less than 85 percent by weight of wool, not put up retail sale, of wool fiber avg diameter 18.5 micron or <",2024,kilograms,0.00,272.00,6399.00,230.00,5279.00,9442.00,2668.00,3363.00,4920.00,4348.00,1312.00,694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51072060,"Yarn of combed wool, containing less than 85 percent by weight of wool, not put up retail sale, nesoi",2024,kilograms,1849.00,3379.00,5521.00,2504.00,4082.00,3731.00,13115.00,8053.00,10587.00,11197.00,13759.00,22417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51081040,"Yarn of mohair, carded, not put up for retail sale",2024,kilograms,14.00,0.00,582.00,0.00,0.00,1083.00,15.00,42.00,24.00,0.00,44.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51081080,"Yarn of fine animal hair other than Angora rabbit hair or mohair, carded, not put up for retail sale",2024,kilograms,576.00,554.00,1899.00,1724.00,2732.00,3785.00,2163.00,3693.00,718.00,6189.00,1485.00,3893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51082030,"Yarn of Angora rabbit hair, combed, not put up for retail sale",2024,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51082040,"Yarn of mohair, combed, not put up for retail sale",2024,kilograms,3201.00,29.00,413.00,6368.00,5257.00,2548.00,3134.00,572.00,4310.00,2315.00,3126.00,2129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51082080,"Yarn of fine animal hair other than Angora rabbit hair or mohair, combed, not put up for retail sale",2024,kilograms,13606.00,21098.00,14340.00,9664.00,22427.00,25220.00,11749.00,29111.00,1034.00,7056.00,11874.00,13194.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51091020,"Yarn of wool, containing 85 percent or more by weight of wool, colored, cut into uniform lengths of not over 8 cm, put up for retail sale",2024,kilograms,4739.00,1469.00,11524.00,9119.00,17101.00,3030.00,29846.00,15285.00,4195.00,15806.00,9248.00,6466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51091040,"Yarn of Angora rabbit hair, containing 85 percent or more by weight of the Angora hair, put up for retail sale",2024,kilograms,0.00,0.00,0.00,15.00,0.00,15.00,0.00,0.00,23.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51091080,"Yarn of wool nesoi, or fine animal hair nesoi, over 85% or > of that wool/hair, for retail sale, of wool fiber avg diamter 18.5 micron or <",2024,kilograms,604.00,0.00,0.00,227.00,0.00,306.00,0.00,15.00,70.00,28.00,324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51091090,"Yarn of wool nesoi, or fine animal hair nesoi, over 85% or > of that wool/hair, put up for retail sale, nesoi",2024,kilograms,75382.00,75871.00,84774.00,75768.00,60554.00,82143.00,63426.00,102829.00,93796.00,58318.00,64504.00,60892.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51099020,"Yarn of wool, colored, and cut into uniform lengths of not over 8 cm, containing less than 85% by weight of wool, put up for retail sale",2024,kilograms,1362.00,0.00,3304.00,2.00,24696.00,7220.00,1429.00,1595.00,178.00,15.00,63.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51099080,"Yarn of wool nesoi, or fine animal hair nesoi, < 85% of that wool/hair, for retail sale, of wool fiber avg diameter 18.5 micron or <",2024,kilograms,0.00,0.00,1015.00,2193.00,0.00,0.00,0.00,472.00,9.00,727.00,73.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51099090,"Yarn of wool nesoi, or fine animal hair nesoi, < 85% of that wool/hair, put up for retail sale, nesoi",2024,kilograms,21149.00,32752.00,54837.00,41230.00,48911.00,33038.00,28280.00,52321.00,68299.00,41431.00,33296.00,61666.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51100000,Yarn of coarse animal hair or horsehair (including gimped horsehair yarn) whether or not put up for retail sale,2024,kilograms,0.00,13.00,270.00,0.00,14.00,1.00,2.00,0.00,181.00,221.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111120,"Tapestry and upholstery fabrics of carded wool/fine animal hair, over 85% wool or hair, weighing not over 140 g/m2",2024,square meters,16642.00,15.00,1388.00,165.00,796.00,108.00,452.00,391.00,0.00,1202.00,234.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111130,"Hand-woven fabrics of carded wool/fine animal hair, 85% or more wool or hair, loom width less than 76 cm, weight not over 300 g/m2",2024,square meters,71.00,123.00,0.00,165.00,294.00,25.00,10.00,55.00,47.00,364.00,153.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111170,"Woven fabrics, 85% or more by weight of carded wool/fine animal hair, weight not over 300 g/m2, nesoi",2024,square meters,18361.00,16187.00,38448.00,33530.00,38990.00,23699.00,32273.00,12834.00,33211.00,25519.00,14902.00,15600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111910,"Tapestry and upholstery fabrics, woven, 85% or more by weight of carded wool/fine animal hair, weight over 300 g/m2",2024,square meters,17197.00,34350.00,25185.00,34810.00,41024.00,22120.00,50049.00,22020.00,28677.00,34149.00,46243.00,16896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111920,"Hand-woven fabrics, with 85 percent or more by weight of carded wool/fine animal hair, loom width of less than 76 cm, weight ov 300 g/m2",2024,square meters,359.00,0.00,150.00,30.00,89.00,1323.00,134.00,36.00,376.00,0.00,314.00,849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51111960,"Woven fabrics, with 85 percent or more by weight of carded wool/fine animal hair nesoi, weight over 300 g/m2",2024,square meters,22908.00,25476.00,24924.00,16926.00,77813.00,45757.00,20590.00,33301.00,20092.00,37214.00,54457.00,88551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51112005,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made filaments, weight exceeding 300 g/m2",2024,square meters,1191.00,3005.00,1129.00,688.00,660.00,1868.00,2946.00,2594.00,1613.00,1067.00,544.00,943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51112010,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made filaments, weight not over 140 g/m2",2024,square meters,966.00,0.00,10.00,0.00,0.00,800.00,0.00,309.00,0.00,0.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51112090,"Woven fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made filaments, nesoi",2024,square meters,1203.00,295.00,1572.00,730.00,3258.00,809.00,1969.00,87.00,2625.00,1300.00,863.00,876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51113005,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly/solely with man-made staple fibers, weight exceeding 300 g/m2",2024,square meters,12724.00,9512.00,10396.00,38916.00,30774.00,23459.00,44643.00,28194.00,39772.00,10256.00,16525.00,14724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51113010,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly/solely with man-made staple fibers, weight not over 140 g/m2",2024,square meters,358.00,424.00,40.00,1181.00,466.00,55.00,1481.00,20.00,120.00,238.00,1007.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51113090,"Woven fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made staple fibers, nesoi",2024,square meters,15645.00,14589.00,5863.00,10300.00,2118.00,21035.00,7045.00,58498.00,11700.00,49049.00,5509.00,66469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51119030,"Woven fabrics of carded wool/fine animal hair, containing 30 percent or more by weight of silk or silk waste, valued over $33/kg",2024,square meters,135.00,26.00,287.00,0.00,1240.00,968.00,35.00,46.00,35.00,11.00,0.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51119040,"Tapestry and upholstery fabrics of carded wool/fine animal hair, weight over 300 g/m2, containing less than 85% wool or hair, nesoi",2024,square meters,6481.00,6912.00,8262.00,9013.00,8895.00,4047.00,4861.00,6592.00,5268.00,6974.00,7254.00,3490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51119050,"Tapestry and upholstery fabrics of carded wool/fine animal hair, weight not over 140 g/m2, containing less than 85% wool or hair, nesoi",2024,square meters,1357.00,46.00,1385.00,109.00,95.00,365.00,95.00,39.00,146.00,190.00,293.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51119090,"Woven fabrics of carded wool/fine animal hair, containing less than 85% wool or hair, nesoi",2024,square meters,1316.00,1581.00,1343.00,4624.00,4549.00,2577.00,4033.00,1513.00,1994.00,4396.00,6426.00,9957.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121110,"Tapestry and upholstery fabrics of combed wool/fine animal hair, containing 85% or more wool or hair, weight not over 140 g/m2",2024,square meters,2793.00,3481.00,1757.00,479.00,1953.00,6289.00,3145.00,2341.00,858.00,2288.00,2843.00,4277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121130,"Woven fabrics of combed wool/fine animal hair, over 85% wool or hair, weight not over 200 g/m2, avg wool fiber diameter 18.5 micron or <",2024,square meters,61662.00,22341.00,94619.00,86249.00,25002.00,26989.00,9413.00,37182.00,11326.00,15116.00,17360.00,9921.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121160,"Woven fabrics of combed wool/fine animal hair, over 85% wool or hair, weight not over 200 g/m2, nesoi",2024,square meters,16779.00,16743.00,13761.00,62334.00,24987.00,31233.00,58214.00,131476.00,111260.00,90969.00,49499.00,88548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121920,"Tapestry and upholstery fabrics of combed wool/fine animal hair, over 85% wool or hair, weight over 300 g/m2",2024,square meters,36243.00,39759.00,42859.00,25772.00,38983.00,50293.00,65170.00,65243.00,42482.00,44597.00,47608.00,48187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121960,"Woven fabrics of combed wool/fine animal hair, over 85% wool or fine animal hair, ov 200 g/m2, avg wool fiber diameter 18.5 micron or <",2024,square meters,4047.00,1570.00,972.00,4459.00,3020.00,2741.00,8495.00,2014.00,647.00,3357.00,7093.00,5937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51121995,"Woven fabrics of combed wool/fine animal hair, over 85% wool or fine animal hair, weight over 200 g/m2, nesoi",2024,square meters,41432.00,43041.00,52232.00,47920.00,67925.00,86691.00,69539.00,31458.00,33205.00,28464.00,76842.00,46719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51122010,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely with man-made filaments, weight over 300 g/m2",2024,square meters,8933.00,5723.00,5979.00,5868.00,7334.00,4817.00,2884.00,11098.00,2690.00,1942.00,17880.00,3488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51122020,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely with man-made filaments, weight not over 140 g/m2",2024,square meters,10.00,239.00,50.00,470.00,536.00,363.00,363.00,176.00,953.00,271.00,509.00,2186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51122030,"Woven fabrics of combed wool/fine animal hair, mixed mainly or solely with man-made filaments, nesoi",2024,square meters,3163.00,972.00,1196.00,1824.00,2936.00,1094.00,3963.00,3770.00,1408.00,4416.00,14548.00,3589.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51123010,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely with man-made staple fibers, weight over 300 g/m2",2024,square meters,19509.00,13399.00,15192.00,13366.00,20280.00,23093.00,28326.00,22166.00,17168.00,39507.00,9809.00,12097.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51123020,"Tapestry & upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely with man-made staple fibers, weight not over 140 g/m2",2024,square meters,0.00,3921.00,0.00,0.00,60.00,137.00,3963.00,0.00,237.00,231.00,38.00,3367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51123030,"Woven fabrics of combed wool/fine animal hair, mixed mainly or solely with man-made staple fibers, nesoi",2024,square meters,27206.00,29538.00,24884.00,18417.00,12868.00,28514.00,15201.00,19176.00,41218.00,23333.00,21281.00,32161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51129030,"Woven fabrics of combed wool/fine animal hair, nesoi, containing 30 percent or more by weight of silk or silk waste, valued over $33/kg",2024,square meters,1328.00,1738.00,1115.00,522.00,2770.00,2123.00,514.00,2312.00,746.00,2039.00,1980.00,832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51129040,"Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under 85% wool/hair & under 30% silk, over 300 g/m2, nesoi",2024,square meters,4506.00,5072.00,3054.00,3278.00,2255.00,5237.00,3219.00,5462.00,3096.00,5530.00,3627.00,2386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51129050,"Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under 85% wool/hair & under 30% silk, n/o 140 g/m2, nesoi",2024,square meters,0.00,19.00,10.00,8.00,273.00,34.00,301.00,30.00,216.00,41.00,0.00,539.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51129090,"Woven fabrics of combed wool or combed fine animal hair, nesoi",2024,square meters,12887.00,21633.00,10716.00,16453.00,8322.00,17612.00,13858.00,11259.00,12744.00,9393.00,18682.00,13102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,51130000,Woven fabrics of coarse animal hair or of horsehair,2024,square meters,1459.00,566.00,251.00,160.00,809.00,2415.00,4224.00,1759.00,1194.00,6698.00,3378.00,7842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010005,"Cotton, not carded or combed, having a staple length under 19.05 mm (3/4 inch), harsh or rough",2024,kilograms,51.00,0.00,169.00,22.00,58.00,66395.00,11329.00,335.00,679.00,0.00,27.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010014,"Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches), n/harsh or rough, quota described in ch 52 add'l US note 5",2024,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010018,"Cotton, not carded or combed, having a staple length under 28.575 mm (1-1/8 inches), n/harsh or rough, nesoi",2024,kilograms,0.00,7.00,0.00,61.00,3588.00,86.00,0.00,2100.00,7.00,0.00,234030.00,174240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010028,"Cotton, not carded or combed, harsh or rough, staple length of 29.36875 mm or more but under 34.925 mm & white in color, nesoi",2024,kilograms,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010034,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, other, quota described in chapter 52 add'l US note 7",2024,kilograms,0.00,0.00,0.00,0.00,0.00,196341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010038,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, nesoi",2024,kilograms,0.00,0.00,0.00,319.00,0.00,9275.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010060,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, quota described in chapter 52 add'l US note 8",2024,kilograms,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52010080,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, nesoi",2024,kilograms,25.00,18.00,10590.00,9628.00,206.00,16839.00,7012.00,227.00,535.00,34.00,813.00,758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52021000,Cotton yarn waste (including thread waste),2024,kilograms,89163.00,94758.00,70452.00,94338.00,49607.00,162776.00,217878.00,149952.00,90796.00,214834.00,113741.00,29091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52029100,Cotton garnetted stock,2024,kilograms,231893.00,103463.00,67542.00,243842.00,138969.00,189831.00,121313.00,0.00,74002.00,221084.00,66393.00,53914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52029950,"Cotton waste, other than yarn waste and garnetted stock, nesoi",2024,kilograms,891646.00,520658.00,497455.00,619149.00,692301.00,803515.00,985008.00,1497258.00,1101923.00,741708.00,750584.00,172466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52030030,"Cotton fibers, carded or combed, of cotton fiber processed, but not spun, nesoi",2024,kilograms,5670.00,0.00,0.00,34096.00,2.00,34833.00,33248.00,10511.00,14.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52030050,"Cotton carded or combed, excluding fibers of cotton processed but not spun",2024,kilograms,94.00,4495.00,2583.00,14963.00,476.00,34471.00,353.00,111922.00,22370.00,408.00,98682.00,16929.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52041100,"Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up for retail sale",2024,kilograms,14190.00,11355.00,49865.00,19920.00,19543.00,25886.00,30878.00,20994.00,22259.00,16780.00,34995.00,19296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52041900,"Cotton sewing thread, containing less than 85 percent by weight of cotton, not put up for retail sale",2024,kilograms,258.00,643.00,61.00,2520.00,639.00,3090.00,678.00,146.00,2885.00,239.00,385.00,263.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52042000,"Cotton sewing thread, put up for retail sale",2024,kilograms,35952.00,16914.00,10032.00,5084.00,31319.00,18506.00,20470.00,17937.00,72272.00,36757.00,27655.00,21910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051110,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, not over 14 nm, unbleached, not mercerized, not put up for retail sale",2024,kilograms,162161.00,216085.00,246996.00,224084.00,135115.00,129737.00,55315.00,130660.00,27825.00,186291.00,56470.00,93198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051120,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm, bleached or mercerized",2024,kilograms,30126.00,21016.00,23629.00,450.00,21048.00,13680.00,37942.00,319.00,0.00,2175.00,4559.00,114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051210,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 14 but n/o 43 nm, unbleached, not mercerized, not put up for retail sale",2024,kilograms,361476.00,321152.00,493638.00,522168.00,543698.00,395766.00,429957.00,434427.00,264770.00,378140.00,535951.00,403520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051220,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 14 nm but n/o 43 nm, bleached or mercerized",2024,kilograms,45142.00,39382.00,12713.00,54159.00,3411.00,13759.00,57276.00,93354.00,97119.00,116275.00,38708.00,7602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051310,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 but n/o 52 nm, unbleached, not mercerized, not put up for retail sale",2024,kilograms,1924.00,9637.00,12362.00,0.00,521.00,10033.00,9750.00,0.00,22794.00,4969.00,1586.00,10500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051320,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 nm but n/o 52 mm, bleached or mercerized",2024,kilograms,45523.00,0.00,3202.00,4206.00,36651.00,1084.00,4536.00,18325.00,2898.00,56119.00,0.00,28985.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051410,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 52 but n/o 80 nm, unbleached, not mercerized, not put up for retail sale",2024,kilograms,0.00,0.00,0.00,1017.00,0.00,0.00,4033.00,0.00,0.00,18333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051420,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, bleached or mercerized",2024,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,52051520,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 80 nm, bleached or mercerized, not put up for retail sale, nesoi",2024,kilograms,0.00,0.00,0.00,29.00,82.00,1360.00,720.00,0.00,11570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
