Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,62024020,"Women's or girls' overcoats, carcoats, capes, cloaks and similar articles, not knitted or crocheted, of man-made fibers, nesoi",2023,dozens,42376.00,19326.00,19665.00,14701.00,30960.00,49699.00,122689.00,139809.00,147122.00,92927.00,35931.00,29727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024025,"Rec perf outwear, women's/girls' anoraks, windbreakers & similar articles, not knit/crochet, of man-made fibers, cont. 15% or more by wt of down, etc",2023,dozens,341.00,123.00,255.00,358.00,452.00,993.00,6542.00,5202.00,7164.00,1244.00,1094.00,423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024035,"Rec perf outwear, women's/girls' padded, sleeveless jackets, not knit/crochet, man-made fibers, not cont. 15% or more by weight of down, etc",2023,dozens,2334.00,1216.00,759.00,1584.00,4761.00,12572.00,9511.00,15964.00,12623.00,9338.00,5058.00,1316.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024040,"Rec perf outwear, women's/girls' anoraks, windbreakers, etc, nt knit/crochet, manmade fibers, cont. 36% or more of wool or fine animal hair, nesoi",2023,dozens,33.00,12.00,5.00,1.00,1.00,0.00,308.00,19.00,16.00,8.00,11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024045,"Rec perf outwear, women's/girls' anoraks, windbreakers & similar articles, not knit/crochet, manmade fibers, nesoi, water resistant",2023,dozens,9035.00,7526.00,4313.00,3289.00,5640.00,31927.00,41974.00,61294.00,42691.00,21035.00,23743.00,8313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024050,"Rec perf outwear, women's/girls' anoraks, windbreakers & similar articles, not knitted or crocheted, of man-made fibers, nesoi",2023,dozens,7011.00,3247.00,1116.00,1469.00,3123.00,3388.00,6528.00,11441.00,9634.00,4248.00,3664.00,2320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024055,"Women's/girls' anoraks, windbreakers & like articles, not knit/crochet, man-made fibers, cont. 15% or more by wt of down, etc, o/than rec perf outwear",2023,dozens,12803.00,8299.00,11070.00,14549.00,29730.00,114833.00,131151.00,67954.00,60940.00,53387.00,25834.00,17252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024060,"Women's/girls' padded, sleeveless jackets, not knit/crochet, man-made fibers, not cont. 15% or more by wt of down, etc, o/than rec perf outwear",2023,dozens,16168.00,6370.00,10669.00,9558.00,21338.00,91476.00,147103.00,91402.00,88104.00,65501.00,32313.00,17123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024065,"Women's/girls' anoraks, windbreakers, etc, nt knit/crochet, mm fibers, cont. 36% or more wool or fine animal hair, nesoi, o/than rec perf outwear",2023,dozens,234.00,17.00,17.00,923.00,103.00,463.00,1426.00,1531.00,632.00,807.00,487.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024070,"Women's/girls' anoraks, windbreakers & similar articles, not knit/crochet, of manmade fibers, nesoi, water resistant, o/than rec perf outwear",2023,dozens,163807.00,86010.00,63996.00,93795.00,243458.00,443059.00,704504.00,764703.00,668298.00,328177.00,184829.00,224532.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62024075,"Women's or girls' anoraks, windbreakers and similar articles, not knitted or crocheted, of man-made fibers, nesoi, o/than rec perf outwear",2023,dozens,95102.00,52593.00,48177.00,46407.00,64279.00,107812.00,206796.00,266619.00,253242.00,157371.00,109637.00,100352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029019,"Women's or girls' overcoats, carcoats, capes, cloaks & sim coats, of tex mats (except wool, cotton or mmf), con 70% or more wt silk, not k/c",2023,dozens,1116.00,690.00,268.00,776.00,138.00,637.00,478.00,944.00,940.00,856.00,534.00,616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029029,"Women's or girls' overcoats, carcoats, capes, cloaks, & sim coats, of tex mats (except wool, cotton or mmf), cont under 70% by wt silk, not k/c",2023,dozens,23385.00,11297.00,12821.00,8376.00,10199.00,14471.00,17474.00,17870.00,9949.00,17957.00,18855.00,11127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029039,"Rec perf outwear, women's/girls' anoraks, wind-breakers & similar articles, not k/c, tex mats (not wool, cotton or mmf), cont 70% or more by wt silk",2023,dozens,9.00,3.00,7.00,0.00,17.00,8.00,186.00,7.00,5.00,13.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029049,"Rec perf outwear, women's/girls' anoraks, wind-breakers & similar articles, not k/c, tex mats (not wool, cotton or mmf), cont < 70% by wt of silk",2023,dozens,944.00,1186.00,310.00,727.00,1336.00,3844.00,872.00,1267.00,2819.00,1125.00,2113.00,621.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029059,"Women's/girls' anoraks, wind-breakers & sim articles, not k/c, tex mats (not wool, cotton or mmf), cont 70% or more by wt silk, o/than rec perf out",2023,dozens,79.00,294.00,320.00,151.00,44.00,208.00,57.00,80.00,698.00,165.00,892.00,649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62029069,"Women's/girls' anoraks, wind-breakers & sim articles, not k/c, of tex mats (not wool, cotton or mmf), cont < 70% by wt of silk, o/than rec perf out",2023,dozens,19782.00,12330.00,12055.00,9113.00,8833.00,6985.00,8069.00,6936.00,9840.00,14630.00,6766.00,14658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031115,"Men's/boys' suits of wool, not knitted or crocheted, 30% or more of silk or silk waste, of wool yarn w/avg fiber diameter 18.5 micron or <",2023,number,2435.00,3174.00,2658.00,3131.00,1641.00,244.00,85.00,129.00,310.00,351.00,536.00,864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031130,"Men's or boys' suits of wool or fine animal hair, not knitted or crocheted, containing 30 percent or more of silk or silk waste, nesoi",2023,number,1027.00,10346.00,2405.00,1702.00,1156.00,533.00,1997.00,1568.00,2289.00,1323.00,506.00,358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031160,"Men's or boys' suits of wool, not knitted or crocheted, nesoi, of wool yarn with average fiber diameter of 18.5 micron or less",2023,number,38075.00,34341.00,38079.00,32341.00,33858.00,43590.00,44585.00,37458.00,27998.00,34109.00,28853.00,35591.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031190,"Men's or boys' suits of wool or fine animal hair, not knitted or crocheted, nesoi",2023,number,153796.00,184070.00,153222.00,119403.00,143018.00,146001.00,115827.00,117204.00,88725.00,135811.00,86118.00,72067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031210,"Men's or boys' suits, of synthetic fibers, not knitted or crocheted, containing 36 percent or more by weight of wool or fine animal hair",2023,number,6540.00,5001.00,775.00,127.00,1512.00,1933.00,341.00,42.00,3840.00,4128.00,571.00,1188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031220,"Men's or boys' suits, of synthetic fibers, under 36% by weight of wool, not knitted or crocheted",2023,number,340921.00,470772.00,233235.00,321608.00,429598.00,274964.00,274346.00,271008.00,254873.00,238103.00,217115.00,200372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031910,"Men's or boys' suits, not knitted or crocheted, of cotton",2023,dozens,1184.00,2285.00,1168.00,1783.00,705.00,3622.00,6416.00,435.00,470.00,1294.00,725.00,1190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031920,"Men's or boys' suits, of artificial fibers, not knitted or crocheted, containing 36 percent or more of wool or fine animal hair",2023,number,142.00,38.00,17.00,102.00,30.00,14.00,76.00,402.00,57.00,4990.00,75.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031930,"Men's or boys' suits, of artificial fibers, nesoi, not knitted or crocheted",2023,number,50857.00,41457.00,24374.00,31913.00,10345.00,37895.00,13664.00,13790.00,51682.00,30191.00,16155.00,30456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031950,"Men's or boys' suits, of textile mats(except wool, cotton or mmf), containing 70% or more by weight of silk or silk waste, not knit or croch",2023,number,176.00,40.00,63.00,4535.00,1741.00,790.00,1844.00,69.00,3442.00,100.00,36.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031990,"Men's or boys' suits, of textile mats(except wool, cotton or mmf), containing under 70% by weight of silk or silk waste, not knit or croch",2023,dozens,328.00,10.00,798.00,98.00,398.00,65.00,13.00,22.00,1.00,7.00,628.00,712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62031990,"Men's or boys' suits, of textile mats(except wool, cotton or mmf), containing under 70% by weight of silk or silk waste, not knit or croch",2023,number,8586.00,15871.00,21721.00,9194.00,10423.00,8611.00,11669.00,8266.00,6452.00,5378.00,14939.00,11575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62032210,"Men's or boys' judo, karate and other oriental martial arts uniforms, not knitted or crocheted, of cotton",2023,dozens,17178.00,13856.00,11042.00,8458.00,9534.00,7838.00,12116.00,11171.00,8794.00,9176.00,9474.00,5164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62032230,"Men's or boys' ensembles, not knitted or crocheted, of cotton, other than judo, karate and other oriental martial arts uniforms",2023,dozens,13.00,22.00,1.00,0.00,49.00,39.00,14.00,0.00,12.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62032300,"Men's or boys' ensembles, not knitted or crocheted, of synthetic fibers",2023,dozens,65.00,98.00,170.00,248.00,1444.00,484.00,1413.00,1103.00,108.00,490.00,12.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62032915,"Men's or boys' ensembles, not knitted or crocheted, of wool or fine animal hair",2023,dozens,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62032930,"Men's or boys' ensembles, not knitted or crocheted, of textile materials nesoi",2023,dozens,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033150,"Men's or boys' suit-type jackets and blazers, of worsted wool fabric of wool yarn fiber avg diameter 18.5 micron or <, not knitt/crocheted",2023,dozens,32777.00,17067.00,14117.00,17909.00,14303.00,18705.00,17382.00,17949.00,22164.00,16508.00,8754.00,20913.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033150,"Men's or boys' suit-type jackets and blazers, of worsted wool fabric of wool yarn fiber avg diameter 18.5 micron or <, not knitt/crocheted",2023,number,3380.00,3034.00,3815.00,2468.00,3000.00,2680.00,1681.00,2409.00,1535.00,1594.00,1382.00,1320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033190,"Men's or boys' suit-type jackets and blazers, of wool or fine animal hair, not knitted or crocheted",2023,dozens,29139.00,36601.00,30430.00,24279.00,27651.00,25804.00,35845.00,43506.00,33888.00,33122.00,27542.00,22177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033190,"Men's or boys' suit-type jackets and blazers, of wool or fine animal hair, not knitted or crocheted",2023,number,31352.00,18146.00,15173.00,7543.00,10067.00,22256.00,23451.00,19482.00,11750.00,21187.00,16160.00,23988.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033210,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of cotton, containing 36 percent or more of flax fibers",2023,dozens,237.00,220.00,847.00,915.00,1149.00,52.00,62.00,243.00,436.00,166.00,1286.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033220,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of cotton, under 36% by weight of flax",2023,dozens,26156.00,20911.00,20274.00,11700.00,17802.00,18722.00,30828.00,39647.00,37907.00,27364.00,18953.00,14514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033310,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, cont. 36% or more of wool or fine animal hair",2023,dozens,4600.00,4245.00,2001.00,1568.00,2801.00,3260.00,5465.00,4825.00,3742.00,3072.00,1700.00,2919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033310,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, cont. 36% or more of wool or fine animal hair",2023,number,3132.00,7498.00,2601.00,203.00,190.00,51.00,677.00,506.00,722.00,1717.00,879.00,773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033320,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, under 36% by weight of wool",2023,dozens,87517.00,71757.00,70191.00,67909.00,57473.00,66739.00,71243.00,84877.00,75773.00,65281.00,48207.00,67397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033910,"Men's or boys' suit-type jackets and blazers, of artificial fibers, containing 36% or more by weight of wool or fine animal hair, not k/c",2023,dozens,24.00,60.00,93.00,68.00,14.00,57.00,106.00,10.00,17.00,156.00,13.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033910,"Men's or boys' suit-type jackets and blazers, of artificial fibers, containing 36% or more by weight of wool or fine animal hair, not k/c",2023,number,1.00,2.00,0.00,28.00,170.00,0.00,20.00,29.00,31.00,29.00,20.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033920,"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of artificial fibers, under 36% by weight of wool",2023,dozens,1407.00,2599.00,2371.00,1098.00,1825.00,2354.00,1620.00,2078.00,1664.00,1571.00,1263.00,2007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033950,"Men's or boys' suit-type jackets and blazers, of textile materials(except wool, cotton or mmf), cont 70%  or more by weight of silk, not k/c",2023,dozens,342.00,223.00,474.00,732.00,578.00,364.00,313.00,195.00,375.00,507.00,1513.00,5538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62033990,"Men's or boys' suit-type jackets and blazers, of text materials(except wool, cotton or mmf), containing under 70% by weight of silk, not k/c",2023,dozens,25001.00,19449.00,17022.00,13982.00,6466.00,6819.00,4944.00,5307.00,5471.00,11310.00,12328.00,15450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034101,"Rec perf outwear, men's/boys' trousers & breeches,  wool or fine an. hair, cont elastomeric fib, water resist, w/o belt loops, weighing >9 kg/doz",2023,dozens,16.00,27.00,48.00,28.00,17.00,242.00,350.00,14.00,103.00,75.00,13.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034103,"Rec perf outwear, men's/boys' trousers and breeches, other than of HTS 6203.41.01, of wool yarn having average fiber diameter of 18.5 micron or less",2023,dozens,63.00,17.00,18.00,146.00,10.00,175.00,91.00,133.00,138.00,223.00,31.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034106,"Rec perf outwear, men's/boys' trousers and breeches, other than of HTS 6203.41.01, nesoi",2023,dozens,994.00,211.00,1188.00,223.00,434.00,283.00,1243.00,486.00,570.00,364.00,2476.00,237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034108,"Rec perf outwear, men's/boys' bib and brace overalls, not knitted or crocheted, of wool or fine animal hair",2023,dozens,3.00,665.00,0.00,1.00,187.00,0.00,29.00,25.00,40.00,1.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034125,"Men's/boys' trousers & breeches, wool or fine an. hair, cont elastomeric fib, water resist, w/o belt loops, wt >9 kg/doz, o/than rec perf outwear",2023,dozens,287.00,2.00,126.00,62.00,35.00,5.00,130.00,6.00,301.00,60.00,9.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034130,"Men's/boys' trousers and breeches, o/ than of HTS 6203.41.25, wool yarn w/ average fiber diam of 18.5 micron or less, o/than rec perf outwear",2023,dozens,19733.00,15044.00,13855.00,12383.00,13233.00,21253.00,21878.00,16771.00,15165.00,16977.00,13285.00,10720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034160,"Men's or boys' trousers and breeches, other than of HTSA 6203.41.25, nesoi, o/than rec perf outwear",2023,dozens,39321.00,42767.00,34957.00,32809.00,33112.00,30243.00,40771.00,45229.00,33129.00,34117.00,26036.00,24231.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034180,"Men's or boys' bib and brace overalls, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear",2023,dozens,132.00,143.00,31.00,10.00,101.00,23.00,43.00,1893.00,414.00,21.00,20.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034203,"Rec perf outwear, men's/boys' trousers, overalls & shorts, not knit/crochet, of cotton, cont. 10 to 15% or more by weight of down",2023,dozens,844.00,14.00,66.00,28.00,4.00,220.00,23.00,1.00,3.00,601.00,54.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034205,"Rec perf outwear, men's/boys' bib and brace overalls, not knitted or crocheted, of cotton, not containing 10 to 15% or more by weight of down, etc",2023,dozens,6136.00,4699.00,6033.00,5231.00,6005.00,11093.00,6095.00,6986.00,5146.00,7433.00,6273.00,11299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034207,"Rec perf outwear, men's/boys' trousers & shorts, not bibs, not knit/crochet, cotton, not containing 15% or more by weight of down, etc",2023,dozens,70555.00,39891.00,59387.00,35129.00,63725.00,49183.00,60172.00,77829.00,75119.00,73369.00,52865.00,29998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034217,"Men's or boys' trousers, overalls & shorts, not knitted or crocheted, of cotton, cont. 10 to 15% or more by weight of down. o/than rec perf outwear",2023,dozens,5.00,35.00,22.00,2.00,4.00,14.00,11.00,65.00,0.00,1.00,2501.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034225,"Men's/boys' bib & brace overalls, not knit/crochet, cotton, not containing 10 to 15% or more by weight of down, etc, o/than rec perf outwear",2023,dozens,36175.00,21432.00,28131.00,29131.00,30226.00,29045.00,27477.00,36729.00,30268.00,30638.00,23233.00,30165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034245,"Men's/boys' trousers &shorts, not bibs, not knit/crochet, cotton, not containing 15% or more by weight of down, etc, o/than rec perf outwear",2023,dozens,5070198.00,3952870.00,4205547.00,4137828.00,4371164.00,3919132.00,4560464.00,4143606.00,3680142.00,3657942.00,3194468.00,3424710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034301,"Rec perf outwear, men's/boys' trousers, bib & brace overalls, breeches & shorts, not knit/crochet,  syn. fibers, cont. 15% or more of down, etc",2023,dozens,2437.00,3283.00,2441.00,4031.00,4865.00,6044.00,6815.00,5616.00,14281.00,25931.00,23564.00,28549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034303,"Rec perf outwear, men's/boys' bib and brace overalls, not knitted or crocheted, of synthetic fibers, water resistant, not down",2023,dozens,453.00,1588.00,1024.00,1722.00,2294.00,2975.00,2366.00,2408.00,4258.00,1909.00,237.00,2440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034305,"Rec perf outwear, men's/boys' bib and brace overalls, not knitted or crocheted, of synthetic fibers, not down, not water resistant",2023,dozens,2853.00,21366.00,13719.00,2433.00,6349.00,2144.00,2308.00,3844.00,2553.00,2643.00,1429.00,2091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034309,"Rec perf outwear, men's /boys' trousers, etc, not knit/crochet, of synthetic fibers, containing 36 percent or more of wool or fine animal hair",2023,dozens,370.00,772.00,793.00,1333.00,716.00,2077.00,3801.00,1568.00,1233.00,2546.00,1262.00,408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034311,"Rec perf outwear, men's/boys' trousers and breeches, not knitted or crocheted, of synthetic fibers, nesoi, water resistant",2023,dozens,25999.00,22861.00,18523.00,31030.00,24000.00,42003.00,28371.00,22443.00,56972.00,14051.00,7948.00,44904.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034313,"Rec perf outwear, men's/boys' trousers, breeches & shorts, not k/c, synth fibers, cont under 15% wt down etc, cont under 36% wt wool, n/water resist,",2023,dozens,86134.00,86420.00,96507.00,59345.00,70949.00,45636.00,52426.00,93823.00,65405.00,29067.00,22519.00,57859.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034345,"Men's /boys' trousers, bib & brace overalls, breeches & shorts, not knit/crochet, syn. fibers, cont. 15% or more down, etc, o/than rec perf outwear",2023,dozens,320.00,331.00,163.00,494.00,255.00,1239.00,860.00,561.00,876.00,1192.00,126.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034355,"Men's or boys' bib and brace overalls, not knitted or crocheted, of synthetic fibers, water resistant, not down, o/than rec perf outwear",2023,dozens,11741.00,4118.00,4630.00,4729.00,5149.00,9848.00,20545.00,29470.00,24433.00,23977.00,10839.00,6930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034360,"Men's or boys' bib and brace overalls, not knitted or crocheted, of synthetic fibers, not down, not water resistant, o/than rec perf outwear",2023,dozens,8528.00,2063.00,3445.00,1762.00,2202.00,1422.00,7122.00,6594.00,6401.00,3955.00,1946.00,5328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034365,"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of synthetic fibers, certified hand-loomed and folklore products",2023,dozens,0.00,5.00,0.00,7.00,0.00,7.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034370,"Men's/boys' trousers, etc, not knit/crochet, synthetic fibers, containing 36 percent or more of wool or fine animal hair, o/than rec perf outwear",2023,dozens,7250.00,18277.00,5938.00,5859.00,5287.00,5537.00,5250.00,5011.00,6123.00,7961.00,2504.00,5076.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034375,"Men's or boys' trousers and breeches, not knitted or crocheted, of synthetic fibers, nesoi, water resistant, o/than rec perf outwear",2023,dozens,313098.00,190916.00,175682.00,189288.00,168960.00,214880.00,202883.00,155433.00,190815.00,196643.00,186084.00,344911.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034390,"Men's/boys' trousers, breeches, shorts, not k/c, synth fibers, con under 15% wt down etc, cont und 36% wt wool, n/water resist, not rec perf outwear",2023,dozens,2237244.00,1965581.00,2236903.00,1916004.00,1645355.00,1239855.00,1317041.00,1047646.00,889962.00,1009906.00,1211118.00,1582811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,62034901,"Rec perf outwear, men's/boys' bib and brace overalls, not knitted or crocheted, of artificial fibers",2023,dozens,192.00,151.00,50.00,447.00,221.00,534.00,305.00,727.00,328.00,206.00,632.00,353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
